StateCo,StateAb,DivName,DivId,DivCo,PPName,Status,PremisesName,Address1,Address2,Address3,Locality,AddrStateAb,Postcode,PPId,AdvPremisesName,AdvAddress,AdvLocality,AdvBoothLocation,AdvGateAccess,EntrancesDesc,Lat,Long,CCD,WheelchairAccess,OrdVoteEst,DecVoteEst,NoOrdIssuingOff,NoOfDecIssuingOff
"6","WA","Burt","317","2","Camillo South","Current","Grovelands Primary School","14 Grovelands Dr","","","CAMILLO","WA","6111","7558","Grovelands Primary School","14 Grovelands Dr","CAMILLO","","","Entrance through main gate to Carpark.","-32.1198375","115.9989524","5111208","Assisted","1652","159","5","2"
"6","WA","Burt","317","2","Canning Vale","Current","St Emilie's Catholic Primary School","151 Amherst Rd","","","CANNING VALE","WA","6155","46570","St Emilie's Catholic Primary School","151 Amherst Rd","CANNING VALE","School Hall","","","-32.0815210","115.9329210","5113305","Assisted","2558","127","7","2"
"6","WA","Burt","317","2","Canning Vale Central","Current","Canning Vale College","Dumbarton Rd","","","CANNING VALE","WA","6155","64595","Canning Vale College","Dumbarton Rd","CANNING VALE","","Dumbarton Rd","Main Access through gates on Dumbarton R d.","-32.0825655","115.9230459","5113304","Assisted","2233","127","6","2"
"6","WA","Burt","317","2","Canning Vale East","Current","Excelsior Primary School","Excelsior Primary School","63 Shreeve Rd","","CANNING VALE","WA","6155","83037","Excelsior Primary School","63 Shreeve Rd","CANNING VALE","","Bridge Rd","","-32.0828183","115.9434563","5113317","Assisted","1399","125","4","2"
"6","WA","Burt","317","2","Canning Vale North","Current","Caladenia Primary School","89 Boardman Rd","","","CANNING VALE","WA","6155","47763","Caladenia Primary School","89 Boardman Rd  ","CANNING VALE","Undercover Area","","Main Entrance off Fraser Road North","-32.0751929","115.9329271","5113308","Assisted","2003","124","6","2"
"6","WA","Burt","317","2","Canning Vale South","Current","Ranford Primary School","Orkney Cresent","","","CANNING VALE","WA","6155","33054","Ranford Primary School","Orkney Cres","CANNING VALE","Undercover Wet Area","Eastwood Pde Car Park","Main Access from Eastwood Parade Car Par k.","-32.0940000","115.9110000","5112523","Assisted","2547","199","7","2"
"6","WA","Burt","317","2","Canning Vale West","Appointment","Canning Vale Primary School","The Ramble","","","CANNING VALE","WA","6155","31066","Canning Vale Primary School","The Ramble","CANNING VALE","Undercover Area","The Vista","Entrance to School grounds - two car parks off The Ramble - down pathways to Library (no fences)","-32.0759000","115.9120000","5112506","Assisted","2975","269","8","3"
"6","WA","Burt","317","2","Forrestdale","Current","Forrestdale Primary School","35 Broome St","","","FORRESTDALE","WA","6112","7485","Primary School","35 Broome St","FORRESTDALE","","","1 from Carpark along verandah - no fences or gates. 2 Off Street parking bays up pathway (no fences or gates).","-32.1545419","115.9493208","5111302","Assisted","778","137","2","2"
"6","WA","Burt","317","2","Gosnells","Current","Gosnells Primary School","cnr May & Hicks Sts","","","GOSNELLS","WA","6110","7534","Primary School","cnr May & Hicks Sts","GOSNELLS","","","Undercover area. Enter carpark from May Street.","-32.0772474","116.0035872","5113414","Assisted","2008","221","6","2"
"6","WA","Burt","317","2","Gosnells Central","Current","Addie Mills Centre","Astley St","","","GOSNELLS","WA","6110","7535","Addie Mills Centre Main Hall","Astley St","GOSNELLS","","","Main entrance","-32.0712291","116.0035551","5113408","Assisted","1138","420","3","4"
"6","WA","Burt","317","2","Gosnells South","Current","Ashburton Drive Primary School","Nullagine Way","","","GOSNELLS","WA","6110","7536","Ashburton Drive Primary School","Nullagine Way","GOSNELLS","","Ashburton Dr","Access from both Ashburton Dr and Nullagine Way","-32.0864652","115.9835887","5113428","Assisted","2174","226","6","2"
"6","WA","Burt","317","2","Gosnells West","Current","Wirrabirra Primary School","cnr Corfield & Jenkinson Sts","","","GOSNELLS","WA","6110","8851","Wirrabirra Primary School","cnr Corfield & Jenkinson Sts","GOSNELLS","","","Enter from Jenkinson Street carpark.","-32.0747000","115.9800000","5113431","Assisted","2509","311","7","3"
"6","WA","Burt","317","2","Harrisdale","Current","Harrisdale Primary School","7 Fairhaven Ave","","","HARRISDALE","WA","6112","64598","Harrisdale Primary School","7 Fairhaven Ave","HARRISDALE","","","Enter via main gate","-32.1259798","115.9368968","5111307","Assisted","2402","170","7","2"
"6","WA","Burt","317","2","Harrisdale North","Appointment","Carey Baptist College","51 Wright Rd","","","HARRISDALE","WA","6112","82973","Carey Baptist College","51 Wright Rd","HARRISDALE","Technogy & Arts Centre","","Wright Rd Entrances 1 & 2","-32.1110272","115.9341599","5111309","Assisted","1608","125","5","2"
"6","WA","Burt","317","2","Hilbert","Current","Evelyn Gribble Community Centre","140 Ninth Rd","","","HILBERT","WA","6112","11634","Evelyn Gribble Community Centre","140 Ninth Rd  ","HILBERT","","","Main door from carpark as signaged, all other doors will be locked","-32.1683201","115.9973752","5111008","Assisted","1408","188","4","2"
"6","WA","Burt","317","2","Huntingdale","Current","Huntingdale Primary School","85 Matilda St","","","HUNTINGDALE","WA","6110","8268","Primary School","85 Matilda St","HUNTINGDALE","","","Enter from Matilda Street.","-32.0766000","115.9730000","5113512","Assisted","3064","266","8","3"
"6","WA","Burt","317","2","Kelmscott","Current","Kelmscott Senior High School","50 Third Ave","","","KELMSCOTT","WA","6111","7542","Senior High School","50 Third Ave","KELMSCOTT","Gymnasium","","Recommend use gate at end of car park, along path to rear entrance of gymnasium Disabled access through doors on this side of gym.","-32.1206000","116.0110000","5111417","Assisted","1721","219","5","2"
"6","WA","Burt","317","2","Kelmscott East","Current","Kelmscott Primary School","River Rd","","","KELMSCOTT","WA","6111","7543","Kelmscott Primary School","River Rd","KELMSCOTT","","","","-32.1192912","116.0204122","5111422","Assisted","1607","296","5","3"
"6","WA","Burt","317","2","Kelmscott North","Current","Clifton Hills Primary School","50 Connell Ave","","","KELMSCOTT","WA","6111","7544","Clifton Hills Primary School","50 Connell Ave","KELMSCOTT","","","Entrance from Carpark to Wet area - Upper Block.","-32.1099000","116.0220000","5111409","Assisted","1377","158","4","2"
"6","WA","Burt","317","2","Langford","Current","Brookman Primary School","34 Brookman Ave","","","LANGFORD","WA","6147","8269","Brookman Primary School","34 Brookman Ave","LANGFORD","","","To School: Main access off Brookman ave Small gate on View Ave To Polling Place:From carpark to Library","-32.0374000","115.9390000","5113202","Assisted","1876","261","5","3"
"6","WA","Burt","317","2","Piara Waters","Current","Piara Waters Primary School","440 Wright Rd","","","PIARA WATERS","WA","6112","82495","Primary School","440 Wright Rd","PIARA WATERS","","","","-32.1263069","115.9165335","5111304","Assisted","2821","172","8","2"
"6","WA","Burt","317","2","Seville Grove","Current","Cecil Andrews Senior High School","Seville Dr","","","SEVILLE GROVE","WA","6112","11898","Cecil Andrews Senior High School","Seville Dr","SEVILLE GROVE","","","Through main gates off Seville Dr, down driveway to carpark. Follow pathway to gym.","-32.1421879","115.9913778","5111704","Assisted","2618","248","7","3"
"6","WA","Burt","317","2","Southern River","Current","Bletchley Park Primary School","Balfour St","","","SOUTHERN RIVER","WA","6110","64587","Bletchley Park Primary School","Balfour St","SOUTHERN RIVER","","","main entrance off Balfour St","-32.1020622","115.9473681","5113526","Assisted","2904","218","8","2"
"6","WA","Burt","317","2","Thornlie","Current","Thornlie Senior High School","Ovens Rd","","","THORNLIE","WA","6108","8279","Senior High School","Ovens Rd","THORNLIE","","","Enter off Ovens Rd. Security fencing all other entrances will be locked.","-32.0657558","115.9595132","5113752","Assisted","2961","250","8","3"
"6","WA","Burt","317","2","Thornlie East","Current","Thornlie Primary School","Thornlie Ave","","","THORNLIE","WA","6108","8280","Primary School","Thornlie Ave","THORNLIE","","","Enter off Churchdown St or Culross St","-32.0536384","115.9649564","5113717","Assisted","1727","284","5","3"
"6","WA","Burt","317","2","Thornlie South","Current","Forest Crescent Primary School","Forest Cres","","","THORNLIE","WA","6108","32462","Forest Crescent Primary School","Forest Cres","THORNLIE","","","Access of Forest Cres","-32.0760384","115.9502864","5113756","Assisted","2522","135","7","2"
"6","WA","Burt","317","2","Thornlie West","Current","Yale Primary School","Sage Rd","","","THORNLIE","WA","6108","32461","Yale Primary School","Sage Rd  ","THORNLIE","","","Enter through small gate off Sage Rd","-32.0502000","115.9520000","5113732","Assisted","1940","217","5","2"
"6","WA","Canning","236","3","Armadale South (Canning)","Current","Greendale Centre","12 Coombe Ave","","","ARMADALE","WA","6112","70896","Greendale Centre","12 Coombe Ave","ARMADALE","","","Through Admin Offices to hall off Coombe Ave","-32.1583134","116.0136545","5111014","Assisted","316","0","1","0"
"6","WA","Canning","236","3","Bedfordale","Current","Bedfordale District Hall","Admiral Rd","","","BEDFORDALE","WA","6112","8850","District Hall","Admiral Rd","BEDFORDALE","","","Gravel track off Admiral Road (hall entrance clearly signposted from road) 15 metres to unlocked gate and then 60 metres to hall. Entrance to Polling Place is Main Door to Hall.","-32.1786455","116.0498929","5111501","Assisted","824","63","3","1"
"6","WA","Canning","236","3","Bedfordale North (Canning)","Current","Armadale Primary School","1 Carradine Rd","","","BEDFORDALE","WA","6112","7468","Armadale Primary School","1 Carradine Rd","BEDFORDALE","","","Through carpark from Carradine Road","-32.1479472","116.0262144","5111506","None","1157","194","3","2"
"6","WA","Canning","236","3","Boddington","Current","Boddington District High School","25 Pollard St","","","BODDINGTON","WA","6390","7985","District High School","25 Pollard St","BODDINGTON","","","Entrance from the carpark in Bannister Rd and follow pathway to staffroom","-32.8012538","116.4667082","5124802","Assisted","747","330","2","3"
"6","WA","Canning","236","3","Byford","Current","Serpentine Jarrahdale Community Recreation Centre","Mead St","","","BYFORD","WA","6122","7477","Serpentine Jarrahdale Community Recreation Centre","Mead St","BYFORD","","","From car park along pathway to function rooms 1 and 2.","-32.2259260","116.0003901","5114203","Assisted","2727","245","7","3"
"6","WA","Canning","236","3","Byford North","Current","Byford Hall","850 South Western Hwy","near Clifton St","","BYFORD","WA","6122","65834","Byford Hall","850 South Western Hwy","BYFORD","","","","-32.2205186","116.0091115","5114206","Assisted","2702","388","7","4"
"6","WA","Canning","236","3","Byford West","Appointment","West Byford Primary School","Kardan Blvd","","","BYFORD","WA","6122","82861","West Byford Primary School","Kardan Blvd","BYFORD","","","","-32.2134697","115.9781654","5114202","Full","2194","140","6","2"
"6","WA","Canning","236","3","Carmel","Current","Carmel Hall","152 Carmel Rd","","","CARMEL","WA","6076","7530","Hall","152 Carmel Rd  ","CARMEL","","","Entrance off Carmel Road","-32.0200478","116.0890532","5114123","Assisted","354","116","1","1"
"6","WA","Canning","236","3","Coodanup","Current","Coodanup College","158 Wanjeep St","","","COODANUP","WA","6210","11602","Coodanup College","158 Wanjeep St","COODANUP","","Coodanup Dr","Entrance to School Grounds: Coodanup Dr and Wanjeep St","-32.5472395","115.7499227","5102804","Assisted","1769","173","5","2"
"6","WA","Canning","236","3","Coolup","Current","Coolup Community Hall","186 Murray St","","","COOLUP","WA","6214","7481","Community Hall","186 Murray St","COOLUP","","","","-32.7396383","115.8757424","5102904","Assisted","418","54","2","1"
"6","WA","Canning","236","3","Dawesville","Current","Southern Estuary Progress Assn Hall","Estuary Rd","","","DAWESVILLE","WA","6210","7482","Southern Estuary Progress Assn Hall","Estuary Rd","DAWESVILLE","","","Through gates to Car Park along verandah to double doors.  Entrance to Polling Booth: through main double doors to hall .","-32.6097638","115.6426866","5102109","Assisted","1872","192","5","2"
"6","WA","Canning","236","3","Dawesville West","Appointment","Ocean Road Primary School","Ocean Rd","","","DAWESVILLE","WA","6211","83218","Ocean Rd Primary School","Ocean Rd","DAWESVILLE","Undercover area","","","-32.6234335","115.6298025","5102107","None","685","80","2","1"
"6","WA","Canning","236","3","Dudley Park","Current","Dudley Park Primary School","Gillark St","","","DUDLEY PARK","WA","6210","7494","Primary School","Gillark St","DUDLEY PARK","","","Entrance to School Grounds : Gillark St","-32.5412000","115.7350000","5102820","Assisted","1522","129","4","2"
"6","WA","Canning","236","3","Dwellingup","Current","Dwellingup Primary School","10 Newton St","","","DWELLINGUP","WA","6213","7483","Primary School","Newton St","DWELLINGUP","","","Through public entry from Newton St.","-32.7157340","116.0629821","5124801","Assisted","407","201","2","2"
"6","WA","Canning","236","3","Falcon","Current","Falcon Community Pavilion","25 Lynda St","","","FALCON","WA","6210","7484","Community Pavilion","25 Lynda St","FALCON","","","From carpark to  main hall","-32.5796003","115.6607044","5102209","Assisted","2732","363","7","4"
"6","WA","Canning","236","3","Furnissdale","Current","West Murray Community Hall","Cnr Pinjarra and Goodooga Rds","","","FURNISSDALE","WA","6210","7473","West Murray Community Hall","Cnr Pinjarra and Goodooga Rds","FURNISSDALE","","","Entrance from carpark, along pathway and through main doors to Hall. (No gates or fences).","-32.5584824","115.7868990","5102615","Assisted","958","88","3","1"
"6","WA","Canning","236","3","Greenfields","Current","Eastlake Church","99 Lakes Rd","","","GREENFIELDS","WA","6210","11894","Eastlake Church","99 Lakes Rd","GREENFIELDS","","Murdoch Dr","Entrance to polling place: Carpark off Murdoch Dr","-32.5309974","115.7619176","5102320","Assisted","2646","317","7","3"
"6","WA","Canning","236","3","Greenfields East","Current","Riverside Primary School","1 Minilya Pkwy","","","GREENFIELDS","WA","6210","31809","Riverside Primary School","Minilya Pkwy","GREENFIELDS","","","Entrance to School Grounds : Gate Access  off Manily Pkwy and Teranca Rd","-32.5320000","115.7680000","5102308","Assisted","897","100","3","1"
"6","WA","Canning","236","3","Halls Head","Current","Glencoe Primary School","Glencoe Pde","","","HALLS HEAD","WA","6210","7495","Glencoe Primary School","Glencoe Pde","HALLS HEAD","","","Entrance from Carpark down pathway to class room.","-32.5428157","115.7036895","5102434","Assisted","2599","204","7","2"
"6","WA","Canning","236","3","Halls Head South","Current","Halls Head Primary School","21 Oleander Pl","","","HALLS HEAD","WA","6210","31478","Halls Head Primary School","Oleander Pl","HALLS HEAD","","","1. Entrance from Carpark on Oleander Place 2. From Staff Carpark on Mahogany Drive.","-32.5507562","115.6952298","5102422","Assisted","2646","198","7","2"
"6","WA","Canning","236","3","Halls Head West","Current","Metro Church","240 McLartry Rd","","","HALLS HEAD","WA","6210","34340","Metro Church","240 McLartry Rd","HALLS HEAD","","","Through Main doors from the carpark off McLarty Rd.","-32.5397000","115.6940000","5102412","Assisted","1998","141","5","2"
"6","WA","Canning","236","3","Jarrahdale","Current","Bruno Gianatti Recreation Centre","Munro St","","","JARRAHDALE","WA","6203","7489","Bruno Gianatti Recreation Centre","Munro St","JARRAHDALE","","","Entrance from Munro St or carpark to hall entrance.","-32.3388000","116.0620000","5114412","Assisted","564","76","2","1"
"6","WA","Canning","236","3","Karragullen","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"6","WA","Canning","236","3","Lake Clifton","Current","Lake Clifton Community Hall","114 Tuart Grove Ave","","","LAKE CLIFTON","WA","6215","31065","Community Hall","Tuart Grove Ave","LAKE CLIFTON","","","Entrance from Carpark through to main hall.","-32.8003000","115.6910000","5101611","Assisted","375","44","1","1"
"6","WA","Canning","236","3","Lakelands","Current","Mandurah Baptist College","Catalina Dr","","","LAKELANDS","WA","6180","47748","Mandurah Baptist College","Catalina Dr","LAKELANDS","","Badgerup Ave","Entrance to School Grounds: Enter via ca rpark on Badgerup Rd, exit via carpark o n Catalina Dr","-32.4772301","115.7605434","5102701","Assisted","1999","201","5","2"
"6","WA","Canning","236","3","Madora Bay","Current","Madora Bay Community Hall","Orelia St","","","MADORA BAY","WA","6210","7490","Community Hall","Orelia St","MADORA BAY","","","Entrance to Polling Booth: Orelia St","-32.4729700","115.7521100","5102715","None","1076","88","3","1"
"6","WA","Canning","236","3","Mandurah","Current","John Tonkin College - Tindale Campus","35 Gibla St","","","MANDURAH","WA","6210","7491","John Tonkin College - Tindale Campus","35 Gibla St","MANDURAH","Drama Room","Gibla Street","Entry through main gates off Gibla St down pathway to drama room","-32.5152100","115.7388000","5102521","Assisted","383","60","1","1"
"6","WA","Canning","236","3","Mandurah Central","Current","Mandurah Primary School","18 Hackett St","","","MANDURAH","WA","6210","7492","Primary School","18 Hackett St","MANDURAH","","","Entrance to School Grounds: 18 Hackett St.","-32.5284000","115.7250000","5102504","None","1494","304","4","3"
"6","WA","Canning","236","3","Mandurah East","Current","Billy Dower Youth Centre","41 Dower St","","","MANDURAH","WA","6210","7493","Billy Dower Youth Centre","41 Dower St","MANDURAH","","","Entrance to Polling Place: 41 Dower St, from carpark to hall","-32.5323236","115.7401502","5102514","Assisted","922","181","3","2"
"6","WA","Canning","236","3","Meadow Springs","Current","Assumption Catholic Primary School","22-34 Gordon Rd","","","MEADOW SPRINGS","WA","6210","11897","Assumption Catholic Primary School","22-34 Gordon Rd","MEADOW SPRINGS","Presentation Centre","Seminole Rd","Entrance to school grounds: Carpark gate e access off Seminole Ave, access to Pre sentation Centre faces Oakmont Ave","-32.5106665","115.7464814","5102722","Assisted","1862","238","5","2"
"6","WA","Canning","236","3","Meadow Springs North","Current","RAAFA Estate","41 Portrush Pde","","","MEADOW SPRINGS","WA","6210","33073","RAAFA Estate","41 Portrush Pde","MEADOW SPRINGS","","","Entrance to Grounds: Gate access via Por trush Parade","-32.5027948","115.7531977","5102713","Assisted","1054","67","3","1"
"6","WA","Canning","236","3","Mundijong","Current","Mundijong Primary School","Livesey St","","","MUNDIJONG","WA","6202","7497","Primary School","Livesey St","MUNDIJONG","","","Entrance from carpark along pathways to library - no gates or fences.","-32.2910326","115.9847689","5114315","Assisted","1401","149","4","2"
"6","WA","Canning","236","3","North Dandalup","Current","North Dandalup Community Hall","4209 South Western Hwy","","","NORTH DANDALUP","WA","6207","7499","Community Hall","South Western Hwy","NORTH DANDALUP","","","Entrance through Main Doors of Hall, fro m carpark of South west hwy","-32.5183000","115.9720000","5102907","Assisted","490","73","2","1"
"6","WA","Canning","236","3","North Yunderup","Current","North Yunderup CWA Centre","45 Culeenup Rd","","","NORTH YUNDERUP","WA","6208","7516","CWA Centre","Culeenup Rd","NORTH YUNDERUP","","","Entrance from Carpark through unlocked gate and down pathway to stairs and entrance.","-32.5799000","115.7880000","5102605","Assisted","519","74","2","1"
"6","WA","Canning","236","3","Oakford","Current","Oakford Community Hall","57 Foxton Dr","","","OAKFORD","WA","6113","7500","Community Hall","57 Foxton Dr","OAKFORD","","","Entrance through to hall area from car park.","-32.1896095","115.9230259","5114311","None","1048","133","3","2"
"6","WA","Canning","236","3","Pickering Brook","Current","Pickering Brook Primary School","241 Pickering Brook Rd","","","PICKERING BROOK","WA","6076","7551","Primary School","Pickering Brook Rd","PICKERING BROOK","","","Entrance off Weston Road.","-32.0351000","116.1310000","5114129","None","373","70","1","1"
"6","WA","Canning","236","3","Pinjarra","Current","Pinjarra Senior High School","16 McLarty Rd","","","PINJARRA","WA","6208","7502","Senior High School","16 McLarty Rd","PINJARRA","","","1 Entrance through drive way to Staff Carpark on McLarty Road 2 From general public carparking off Camp Road.","-32.6334000","115.8730000","5102916","Assisted","1913","258","5","3"
"6","WA","Canning","236","3","Pinjarra North","Current","Carcoola Primary School","7 Wisteria Cres","","","PINJARRA","WA","6208","7479","Carcoola Primary School","7 Wisteria Cres","PINJARRA","","","Entrance through main Carpark on Wisteria Crescent and along pathway to staffroom.","-32.6054000","115.8930000","5102911","Assisted","630","35","2","1"
"6","WA","Canning","236","3","Preston Beach","Current","Preston Beach Community Centre","14 Panorama Dr","","","PRESTON BEACH","WA","6215","46571","Community Centre","13 Panorama Dr","PRESTON BEACH","","","From Parking bays along pathway to hall entrance","-32.8804275","115.6571185","5101612","Assisted","121","53","0","1"
"6","WA","Canning","236","3","Roleystone","Current","Roleystone Hall","44 Jarrah","","","ROLEYSTONE","WA","6111","7554","Hall","44 Jarrah  ","ROLEYSTONE","","","1  Entrance to polling place through off Wygonda Road. 2  Disabled access to Polling place is halfway down driveway on western side of building, through glass doors.","-32.1124819","116.0692865","5111612","Assisted","2734","265","7","3"
"6","WA","Canning","236","3","Roleystone North","Appointment","Roleystone Community College","90 Raeburn Rd","","","ROLEYSTONE","WA","6111","7541","Community College","90 Raeburn Rd","ROLEYSTONE","","","","-32.1033290","116.0845960","5111615","None","836","55","3","1"
"6","WA","Canning","236","3","Serpentine","Current","Serpentine Primary School","Lefroy St","","","SERPENTINE","WA","6205","7509","Primary School","Lefroy St","SERPENTINE","","","Entrance through Main Gates on Lefroy Street.","-32.3656807","115.9807992","5114406","Assisted","1362","138","4","2"
"6","WA","Canning","236","3","South Yunderup","Current","Austin Cove Baptist College","Inlet Blvd","","","SOUTH YUNDERUP","WA","6208","7515","Austin Cove Baptist College","Inlet Blvd","SOUTH YUNDERUP","Mulipurpose Block 8","Main Gate Ring Road","","-32.5922472","115.8059835","5102610","Assisted","1607","175","5","2"
"6","WA","Canning","236","3","Wannanup","Appointment","Falcon Primary School","Falcon Primary School","30 Barloo Cres","","WANNANUP","WA","6210","82866","Falcon Primary School","30 Baloo Cres  ","WANNANUP","","","","-32.5921759","115.6445257","5102204","Assisted","1592","175","4","2"
"6","WA","Canning","236","3","Waroona","Current","Waroona Senior Citizens' Centre","Millar St","","","WAROONA","WA","6215","7512","Senior Citizens' Centre","Millar St","WAROONA","","","Entrance through main doors from Millar Street.","-32.8449000","115.9230000","5101602","Assisted","1465","231","4","2"
"6","WA","Cowan","237","4","Alexander Heights","Current","Alinjarra Primary School","33 Northumberland Ave","","","ALEXANDER HEIGHTS","WA","6064","11591","Alinjarra Primary School","Northumberland Ave","ALEXANDER HEIGHTS","","","Main carpark, right around admin block, turn right for undercover area.","-31.8303000","115.8700000","5109802","Assisted","2156","173","6","2"
"6","WA","Cowan","237","4","Alexander Heights West","Current","Alexander Heights Community Hall","Linto Way","","","ALEXANDER HEIGHTS","WA","6064","32071","Community Hall","Linto Way","ALEXANDER HEIGHTS","","","From main carpark, front door.","-31.8284000","115.8530000","5109819","Assisted","1728","131","5","2"
"6","WA","Cowan","237","4","Ballajura","Current","Illawarra Primary School","Illawarra Cres North","","","BALLAJURA","WA","6066","7564","Illawarra Primary School","Illawarra Cres N","BALLAJURA","","","Main carpark, left around admin into sta ff room on right.","-31.8280000","115.8820000","5105606","Assisted","1885","173","5","2"
"6","WA","Cowan","237","4","Ballajura Central","Current","Ballajura Primary School","175 Illawarra Cres","","","BALLAJURA","WA","6066","11592","Ballajura Primary School","175 Illawarra Cres","BALLAJURA","","","Main carpark left around admin or path f rom Kookaburra Tce straight to undercove r area.","-31.8355000","115.8930000","5105609","Assisted","2514","183","7","2"
"6","WA","Cowan","237","4","Ballajura South","Current","South Ballajura Primary School","2-34 Wyperfeld Gdns","","","BALLAJURA","WA","6066","31735","South Ballajura Primary School","Wyperfeld Gdns","BALLAJURA","","","Access thru gate off Wyperfeld Gdns.","-31.8502000","115.9110000","5105647","Assisted","2371","217","6","2"
"6","WA","Cowan","237","4","Ballajura West","Current","Ballajura Community College","Illawarra Cres S","","","BALLAJURA","WA","6066","33068","Community College","Illawarra Cres S","BALLAJURA","","","Performing Arts Centre off Illawarra Cres South. Access from carpark left to PAC.","-31.8441506","115.8930022","5105637","Assisted","2572","277","7","3"
"6","WA","Cowan","237","4","Beechboro","Current","Beechboro Primary School","20 King Rd","","","BEECHBORO","WA","6063","8855","Primary School","King Rd","BEECHBORO","","Salween Pl","Enter from Salaween Pl and follow path to room","-31.8684000","115.9360000","5105717","Assisted","1497","245","4","3"
"6","WA","Cowan","237","4","Beechboro East","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"6","WA","Cowan","237","4","Beechboro East (Cowan)","Appointment","East Beechboro Primary School","Brockmill Ave","","","BEECHBORO","WA","6063","7918","East Beechboro Primary School","Brockmill Ave","BEECHBORO","","","","-31.8735476","115.9503853","5105712","Assisted","1479","533","4","5"
"6","WA","Cowan","237","4","Beechboro West (Cowan)","Current","John Septimus Roe Anglican Community School","Blackboy Way","","","BEECHBORO","WA","6063","11910","John Septimus Roe Anglican School","Blackboy Way","BEECHBORO","","Beechboro Rd","The carpark is at the main entrance from  Blackboy Way.","-31.8716811","115.9227991","5105702","Assisted","1214","251","4","3"
"6","WA","Cowan","237","4","Bennett Springs","Current","Cracovia Club","375 Marshall Road","","","BENNETT SPRINGS","WA","6063","65700","Cracovia Club","375 Marshall Road  ","BENNETT SPRINGS","","","Marshall Rd and Bennett Springs Dr","-31.8567055","115.9347886","5105706","Assisted","1724","377","5","4"
"6","WA","Cowan","237","4","Darch","Current","Ashdale Primary School","Ashdale Blvd","","","DARCH","WA","6065","36411","Ashdale Primary School","Ashdale Blvd","DARCH","","","Westport Pde entrance leading to underco ver area.","-31.8092000","115.8440000","5110332","Assisted","2644","217","7","2"
"6","WA","Cowan","237","4","Darch South","Appointment","Ashdale Secondary College Gymnasium","75 Westport Pde","","","DARCH","WA","6065","82962","Ashdale Secondary College Gymnasium","75 Westport Pde","DARCH","","","","-31.8116228","115.8414952","5110332","Assisted","1173","125","4","2"
"6","WA","Cowan","237","4","Girrawheen","Current","Hudson Park Primary School","Arnos Way","","","GIRRAWHEEN","WA","6064","7570","Hudson Park Primary School","Arnos Way","GIRRAWHEEN","","Front and Rear gates","Northern left hand gate from Arnos Way &  through carpark behind shops.","-31.8396800","115.8370100","5110206","Assisted","1804","230","6","2"
"6","WA","Cowan","237","4","Girrawheen East","Current","Roseworth Primary School","Stebbing Way","","","GIRRAWHEEN","WA","6064","7572","Roseworth Primary School","Stebbing Way","GIRRAWHEEN","","","Main gate left to undercover area.","-31.8407579","115.8529854","5110216","Assisted","1152","135","3","2"
"6","WA","Cowan","237","4","Greenwood","Current","Greenwood College","79 Coolibah Dr","","","GREENWOOD","WA","6024","7573","Greenwood College","79 Coolibah Dr  ","GREENWOOD","","","Access off Coolibar Dr and across ovals at rear of school. Lower end of main car park through walkway left to maths block","-31.8275000","115.7910000","5107314","Assisted","2805","336","8","3"
"6","WA","Cowan","237","4","Greenwood East","Current","Greenwood Primary School","Merivale Way","","","GREENWOOD","WA","6024","7574","Primary School","Merivale Way","GREENWOOD","","Between Admin and U/Covr","Access right around admin & full right turn to enclosed undercover area.","-31.8287129","115.8085296","5107311","Assisted","2048","201","6","2"
"6","WA","Cowan","237","4","Hocking","Current","Hocking Primary School","50 Gungurra Ave","","","HOCKING","WA","6065","47761","Primary School","Gungurra Ave","HOCKING","","","Main gate and rear gate.","-31.7692600","115.8162000","5110811","Assisted","2566","238","7","2"
"6","WA","Cowan","237","4","Kiara (Cowan)","Current","Kiara College","368 Benara Rd","","","KIARA","WA","6054","31956","Kiara College","368 Benara Rd","KIARA","","","Staff Room entry from Benara Rd","-31.8761000","115.9340000","5106217","Assisted","910","422","3","4"
"6","WA","Cowan","237","4","Koondoola","Current","Koondoola Primary School","50 Burbridge Ave","","","KOONDOOLA","WA","6064","7580","Koondoola Primary School","Burbridge Ave","KOONDOOLA","","","Main gate, library is first building on left","-31.8381000","115.8620000","5109808","Assisted","1553","176","4","2"
"6","WA","Cowan","237","4","Landsdale","Current","Landsdale Primary School","The Broadview","","","LANDSDALE","WA","6065","32813","Primary School","The Broadview","LANDSDALE","","","Access off The Broadview via carpark.","-31.8037000","115.8630000","5110305","Assisted","4080","357","11","3"
"6","WA","Cowan","237","4","Landsdale East","Appointment","Carnaby Rise Primary School","Pomodora Ave","","","LANDSDALE","WA","6065","82884","Carnaby Rise Primary School","Pomodora Ave","LANDSDALE","","","The carpark nearest to the Covered Assembly Block is accessed from the entrance off Pomodora Avenue nearest Kingsway.","-31.8171384","115.8732487","5110331","Assisted","1161","125","3","2"
"6","WA","Cowan","237","4","Lockridge","Current","Lockridge Primary School","Rosher Rd","","","LOCKRIDGE","WA","6054","7946","Primary School","Rosher Rd","LOCKRIDGE","","","Follow path from Rosher Rd or Diana Cres","-31.8832000","115.9510000","5106212","Assisted","1361","232","4","2"
