state,polling_place_name,premises,division,address,lon,lat
VIC,Centre Road,Berwick Fields Primary School,Narre Warren South District,"35 Gwendoline Drive, Berwick, 3806",145.3343936,-38.04919524
VIC,Coral Park,Coral Park Primary School,Narre Warren South District,"145 Coral Drive, Hampton Park, 3976",145.2742135,-38.043412
VIC,Hallam East,Hallam Gardens Kindergarten,Narre Warren North District,"26-28 Nettle Drive, Hallam, 3803",145.281651,-38.00259409
VIC,Hampton Park,Hampton Park Primary School,Narre Warren South District,"32 Somerville Road, Hampton Park, 3976",145.2523045,-38.03109284
VIC,Hampton Park East,Hampton Park Secondary College,Narre Warren South District,"58-96 Fordholm Road, Hampton Park, 3976",145.2606174,-38.03542813
VIC,Hillsmeade,Hillsmeade Primary School,Narre Warren South District,"82 The Promenade , Narre Warren South, 3805",145.30748,-38.06499
VIC,Narre Warren,Narre Community Learning Centre,Narre Warren North District,"1 Malcolm Court, Narre Warren, 3805",145.305264,-38.026623
VIC,Narre Warren North,Narre Warren North Primary School,Narre Warren North District,"15-31 A'Beckett Road, Narre Warren North, 3804",145.31679,-37.978883
VIC,Oatlands,Oatlands Primary School,Narre Warren North District,"79-93 Kurrajong Road, Narre Warren, 3805",145.31619,-38.00644
VIC,Carrington,Carrington Primary School,Rowville District,"corner Rickards Avenue and Laura Road, Knoxfield, 3180",145.24651,-37.89175
VIC,Ferntree Gully Central,Ferntree Gully Community Centre,"Rowville District, Ferntree Gully District","1010 Burwood Highway, Ferntree Gully, 3156",145.2909045,-37.8898944
VIC,Heany Park,Heany Park Primary School,Rowville District,"81 Buckingham Drive, Rowville, 3178",145.2426975,-37.93349917
VIC,Karoo,Karoo Primary School,Rowville District,"160 Karoo Road, Rowville, 3178",145.2634112,-37.90572958
VIC,Lysterfield,Lysterfield Primary School,Rowville District,"corner Bellfield and Lakesfield Drives, Lysterfield, 3156",145.2760065,-37.91179957
VIC,Narre Warren South,Narre Warren South P-12 College,Narre Warren South District,"79-125 Amberly Park Drive, Narre Warren South, 3805",145.286818,-38.049559
VIC,Oakgrove,Oakgrove Community Centre,Narre Warren South District,"89-101 Oakgrove Drive, Narre Warren South, 3805",145.297612,-38.057309
VIC,Rowville,Rowville Primary School,Rowville District,"Paratea Drive, Rowville, 3178",145.23797,-37.92316
VIC,Strathaird,Strathaird Primary School,Narre Warren South District,"20 Sherwood Road, Narre Warren South, 3805",145.2866343,-38.06298051
VIC,Alamanda,Alamanda K-9 College,Altona District,"86-100 Alamanda Boulevard, Point Cook, 3030",144.7412,-37.90834
VIC,Altona Bay,Altona Green Primary School,Altona District,"240 Victoria Street, Altona Meadows, 3028",144.78469,-37.88658
VIC,Altona Meadows CC,Altona Meadows Community Centre,Altona District,"28 Trafalgar Avenue, Altona Meadows, 3028",144.7830866,-37.87782707
VIC,Altona Meadows,Altona Meadows Primary School,Altona District,"78-88 Alma Avenue, Altona Meadows, 3028",144.7796695,-37.86823065
VIC,Altona West,Altona P-9 College,Altona District,"103a Grieve Parade (access via Civic Parade), Altona, 3018",144.817128,-37.862205
VIC,Altona,Altona Primary School,Altona District,"109 Blyth Street, Altona, 3028",144.8224237,-37.86771817
VIC,Footscray Park,Angliss Senior Citizens Hall,Footscray District,"24 Vipont Street, Footscray, 3011",144.906621,-37.796543
VIC,Ardeer,Ardeer Primary School,"St Albans District, Footscray District","Suspension Street, Ardeer, 3022",144.7999298,-37.78132705
VIC,Ardeer South,Ardeer South Primary School,Footscray District,"Corner Ralph and Murray Streets, Sunshine West, 3020",144.799,-37.7884
VIC,Boardwalk,Carranballac P-9 College - Boardwalk Campus,Altona District,"Corner Dunnings Road and Foxwood Drive, Point Cook, 3030",144.742175,-37.884808
VIC,Jamieson Way,Carranballac P-9 College - Jamieson Way Campus,Altona District,"Jamieson Way, Point Cook, 3030",144.7456,-37.89515
VIC,Tottenham North,Western English Language School - Tottenham,Footscray District,"46 South Road, Braybrook, 3019",144.8540913,-37.79110847
VIC,Maidstone West,Maidstone Child & Family Centre,Footscray District,"23-25 Burns Street (access via Sonley Street), Maidstone, 3012",144.8729837,-37.78685315
VIC,Hyde,Footscray City Primary School,Footscray District,"10 Hyde Street, Footscray, 3011",144.90025,-37.8064
VIC,Maidstone,Footscray North Primary School,Footscray District,"14 Rosamond Road, Footscray, 3011",144.884141,-37.78717
VIC,West Footscray,Footscray West  Primary School,Footscray District,"Argyle Street, West Footscray, 3012",144.875744,-37.794809
VIC,Laverton,Laverton Community Hub,Altona District,"95-105 Railway Avenue (access via Crown Street), Laverton, 3028",144.7684065,-37.86593747
VIC,Laverton North,Laverton P-12 College,Altona District,"91 Bladin Street, Laverton, 3028",144.77327,-37.85721051
VIC,Footscray Central,Macedonian Church Hall,Williamstown District,"83 Victoria Street, Footscray, 3011",144.892315,-37.804707
VIC,Maribyrnong River,Maribyrnong River Community Centre,Footscray District,"9 Randall Street, Maribyrnong, 3032",144.887571,-37.767276
VIC,Point Cook North,Point Cook P-9 College,Altona District,"18-50 Ponsford Drive (access via Tom Roberts Parade), Point Cook, 3030",144.72569,-37.89359
VIC,Seabrook Central,Seabrook Community Centre,Altona District,"15 Truganina Avenue, Seabrook, 3028",144.7588538,-37.88607658
VIC,Seabrook,Seabrook Primary School,Altona District,"83-105 Point Cook Road, Seabrook, 3028",144.7579,-37.87884
VIC,Seaholme,Seaholme Primary School,Altona District,"Civic Parade, Altona, 3018",144.84038,-37.86464
VIC,Sunvale,Sunshine Harvester School,"St Albans District, Footscray District","132 Hertford Road, Sunshine, 3020",144.8456407,-37.78290876
VIC,Sunshine,Sunshine Primary School,"Footscray District, St Albans District","69 Hampshire Road (access via Derby Road), Sunshine, 3020",144.8302963,-37.79128961
VIC,Footscray North,YMCA,Footscray District,"corner Market and Essex Streets, Footscray, 3011",144.879957,-37.795379
VIC,Albanvale,Albanvale Primary School,Kororoit District,"54-64 Diamond Avenue, Albanvale, 3021",144.7744067,-37.7440446
VIC,Cairnlea,Cairnlea Park Primary School,Kororoit District,"49 Carmody Drive, Cairnlea, 3023",144.7881663,-37.75891901
VIC,Brookside,Brookside College,Kororoit District,"Federation Way, Caroline Springs, 3023",144.7370544,-37.74600858
VIC,Caroline Springs,Catholic Regional College - Caroline Springs Campus,Kororoit District,"10 College Street, Caroline Springs, 3023",144.7395748,-37.7305715
VIC,Kings Park,Copperfield College - Kings Park Campus,"Kororoit District, Sydenham District, St Albans District","Kambalda Circuit, Kings Park, 3021",144.7703855,-37.73172685
VIC,Deer Park North,Deer Park North Primary School,Kororoit District,"18-36 Mawson Avenue, Deer Park, 3023",144.774064,-37.756103
VIC,Mount Derrimut,Derrimut Primary School,Kororoit District,"corner Lennon Parkway and Stirling Drive, Derrimut, 3030",144.7640836,-37.78899138
VIC,Rockbank,Rockbank Primary School,Kororoit District,"97-105 Wescott Parade, Rockbank, 3355",144.661561,-37.732296
VIC,Deer Park Central,Victoria University Secondary College (Deer Park Campus),Kororoit District,"88 Billingham Road, Deer Park, 3023",144.7670235,-37.75801017
VIC,Albion North,Albion North Primary School,St Albans District,"67-73 Furlong Rd , Sunshine North, 3020",144.8229174,-37.76252197
VIC,Albion,Albion Primary School,St Albans District,"Adelaide Street, Albion, 3020",144.81994,-37.77794
VIC,Tarneit,Baden Powell P-9 College - Tarneit Campus,Tarneit District,"81-97 Baden Powell Drive, Tarneit, 3029",144.69503,-37.8425
VIC,Newport West,Bayside Secondary College - Paisley Campus,Williamstown District,"43 Blenheim Road, Newport, 3015",144.86363,-37.8439
VIC,Williamstown West,Bayside Secondary College - Williamstown Campus,Williamstown District,"35 Kororoit Creek Road, Williamstown, 3016",144.88521,-37.8577
VIC,Cambridge,Cambridge Primary School,Tarneit District,"Carruthers Drive, Hoppers Crossing, 3029",144.675696,-37.86739
VIC,Sydenham East,Catholic Regional College Sydenham,Sydenham District,"380 Sydenham Road, Sydenham, 3037",144.7713695,-37.69922558
VIC,Bellbridge,Central Park Community Centre,Tarneit District,"80 Lonsdale Circuit, Hoppers Crossing, 3029",144.7044725,-37.87796231
VIC,Derrimut,Derrimut Heath Primary School,Tarneit District,"31 Sycamore Street, Hoppers Crossing, 3029",144.6912457,-37.85941197
VIC,Iramoo,Iramoo Primary School,Werribee District,"McGrath Road (access via Westbourne Drive), Wyndham Vale, 3024",144.627868,-37.895641
VIC,St Albans South East,Jackson Special School,St Albans District,"40 Mulhall Drive, St Albans, 3021",144.815266,-37.756341
VIC,Keilor Downs,Keilor Views Primary School,St Albans District,"Swindon Crescent, Keilor Downs, 3038",144.808615,-37.717316
VIC,Kingsville,Kingsville Primary School,Williamstown District,"58 Bishop Street, Kingsville, 3012",144.8746604,-37.81259954
VIC,Little River,Little River Primary School,Werribee District,"21 Flinders Street, Little River, 3211",144.50037,-37.96501
VIC,Delahey,MacKellar Primary School,Sydenham District,"29-35 Goldsmith Avenue, Delahey, 3037",144.7768756,-37.71740449
VIC,Manor Lakes,Manor Lakes P-12 Specialist College,Werribee District,"2-50 Minindee Road, Wyndham Vale, 3024",144.60228,-37.87416
VIC,Manorvale,Manorvale Primary School,Werribee District,"232-246 Greaves Street North, Werribee, 3030",144.644951,-37.89340614
VIC,Monmia,Monmia Primary School,St Albans District,"Willys Avenue, Keilor Downs, 3038",144.7925458,-37.71774555
VIC,Mossfiel,Mossfiel Primary School,Tarneit District,"Langridge Street, Hoppers Crossing, 3029",144.696455,-37.873602
VIC,Parkwood Green,Parkwood Green Primary School,Sydenham District,"corner Gourlay Road and Community Hub, Hillside, 3037",144.7444553,-37.69920627
VIC,Seddon,Seddon Uniting Church Hall,Williamstown District,"corner Gamon and Mackay Streets, Seddon, 3011",144.890076,-37.809565
VIC,Spotswood West,South Kingsville Community Centre,Williamstown District,"43 Paxton Street, South Kingsville, 3015",144.870204,-37.829013
VIC,St Albans East,St Albans East Primary School,St Albans District,"Station Avenue, St Albans East, 3021",144.810896,-37.742907
VIC,St Albans,St Albans Heights Primary School,St Albans District,"Norwich Street, St Albans, 3021",144.8096676,-37.748631
VIC,St Albans North,St Albans North Primary School,St Albans District,"George Street, St Albans North, 3021",144.801254,-37.731916
VIC,Kealba,St Paul's Kealba Catholic College,St Albans District,"230-240 Sunshine Avenue, Kealba, 3021",144.8195347,-37.73404017
VIC,Sunshine North,Sunshine North Primary School,St Albans District,"Suffolk Road, Sunshine North, 3020",144.837454,-37.771853
VIC,Hillside,Sydenham-Hillside Primary School - Hillside Campus,Sydenham District,"25 Wattle Valley Drive, Hillside, 3037",144.73647,-37.68653
VIC,Taylors Lakes Central,Taylors Lakes Secondary College,Sydenham District,"1-39 Parmelia Drive, Taylors Lakes, 3038",144.7928731,-37.70672482
VIC,The Grange,The Grange P-12 College,Tarneit District,"30 Deloraine Drive, Hoppers Crossing, 3029",144.6757654,-37.857964
VIC,Thomas Chirnside,Thomas Chirnside Primary School,Werribee District,"85 Walls Road (access via Racecourse Road), Werribee, 3030",144.637298,-37.90344
VIC,Truganina South,Truganina South Primary School,Tarneit District,"3-19 Parkvista Drive (access via Federation Boulevard), Truganina, 3029",144.7265359,-37.86359747
VIC,St Albans South,University Park Primary School,St Albans District,"17 Lister Street, St Albans, 3021",144.80302,-37.75506
VIC,St Albans West,Victoria University Secondary College - Brimbank Campus,St Albans District,"5a Jamieson Street (enter via Moffat Street), St Albans, 3021",144.783755,-37.74024224
VIC,Kingsville South,Wembley Primary School,Williamstown District,"Wembley Avenue (access via St Leonards Avenue), Yarraville, 3013",144.87484,-37.82048
VIC,Galvin Park,Werribee Church of Christ,Werribee District,"200 Tarneit Road, Werribee, 3030",144.6623786,-37.88293638
VIC,Werribee Central,Werribee Primary School,Werribee District,"2 Deutgam Street, Werribee, 3030",144.658954,-37.906696
VIC,Werribee,Werribee Secondary College,Werribee District,"45 Duncans Road, Werribee, 3030",144.669303,-37.906306
VIC,Westgrove,Westgrove Primary School,"Werribee District, Tarneit District","corner Danube Drive and Thames Boulevard, Werribee, 3030",144.659724,-37.87926997
VIC,Williamstown South,Williamstown Primary School,Williamstown District,"115 Cecil Street (access via Electra Street), Williamstown, 3016",144.89974,-37.86381
VIC,Williamstown,Williamstown Town Hall,Williamstown District,"104 Ferguson Street, Williamstown, 3016",144.896109,-37.858403
VIC,Woodville,Woodville Primary School,Werribee District,"33-57 Warringa Crescent, Hoppers Crossing, 3029",144.691651,-37.884266
VIC,Yarraville,Yarraville Community Centre,Williamstown District,"59 Francis Street, Yarraville, 3013",144.892836,-37.821644
VIC,Yarraville Central,Yarraville Senior Citizens Centre,Williamstown District,"48 Fehon Street, Yarraville, 3013",144.887072,-37.817016
VIC,Ascot Vale West,15th Essendon Sea Scouts Hall,Essendon District,"22 Woods Street, Ascot Vale West, 3032",144.8993607,-37.77095735
VIC,Essendon West,Essendon Keilor College - VCE Essendon Campus,"Essendon District, Niddrie District","286 Buckley Street, Essendon, 3040",144.9014977,-37.75408661
VIC,Essendon North,Essendon North Primary School,"Essendon District, Niddrie District","112 Keilor Road, Essendon North, 3041",144.903194,-37.7402286
VIC,Glenbervie,Essendon Primary School,Essendon District,"corner Nicholson and Raleigh Streets, Essendon, 3040",144.92104,-37.7531
VIC,Moonee Ponds,Lowther Hall Anglican Grammar School,Essendon District,"17 Leslie Road, Essendon, 3040",144.914576,-37.75955218
VIC,Moonee Ponds West,Moonee Ponds West Primary School,Essendon District,"150 Athol Street, Moonee Ponds, 3039",144.908954,-37.768566
VIC,Ascot Vale Central,St Mary's Catholic Primary School,Essendon District,"74 Roseberry Street, Ascot Vale, 3032",144.910942,-37.774148
VIC,Essendon,St Therese's Catholic Primary School,Essendon District,"corner Edward and Florence Streets, Essendon, 3040",144.910923,-37.75135831
VIC,Newmarket,Wingate Avenue Community Centre,Essendon District,"13a Wingate Avenue, Ascot Vale, 3032",144.919464,-37.779496
VIC,Aberfeldie,Aberfeldie Primary School,Niddrie District,"Doone Street, Essendon, 3040",144.8942161,-37.7563334
VIC,Avondale Heights,Avondale Primary School,Niddrie District,"11 Clarendon Street, Avondale Heights, 3034",144.8606555,-37.76694111
VIC,Keilor South,Essendon Keilor College - Keilor East Campus,Niddrie District,"82 Quinn Grove, Keilor East, 3033",144.8704383,-37.74015083
VIC,Gowanbrae,Gowanbrae Community House,Sunbury District,"2a Marigold Crescent, Gowanbrae, 3043",144.899922,-37.702301
VIC,Avondale Heights North,Greek Orthodox Church,Niddrie District,"20 Amis Crescent, Keilor East, 3033",144.859964,-37.749532
VIC,Niddrie,Airport West Uniting Church,Niddrie District,"72 Roberts Road, Airport West, 3042",144.8744763,-37.72531324
VIC,Keilor Heights,Keilor Heights Primary School,Niddrie District,"Ronald Grove, Keilor East, 3033",144.8664346,-37.73723016
VIC,Keilor Park,Keilor Park Kindergarten,Niddrie District,"2 Thea Court, Keilor Park, 3042",144.85814,-37.720598
VIC,Keilor,Keilor Primary School,Niddrie District,"25 Kennedy Street, Keilor, 3036",144.8343867,-37.71664917
VIC,Calder Rise,St Augustine's Primary School,Niddrie District,"Augustines Way, Keilor, 3036",144.8201233,-37.7110729
VIC,Airport West,St Christopher's Catholic Primary School,Niddrie District,"34 Roberts Road, Airport West, 3042",144.8804994,-37.72584421
VIC,Coburg East,Antonine College - Cedar Campus,"Brunswick District, Pascoe Vale District","130 Harding St (Corner Nicholson and Harding Streets), Coburg East, 3058",144.977877,-37.746627
VIC,Brunswick East,Brunswick East Primary School,Brunswick District,"195a Stewart Street, Brunswick East, 3067",144.979569,-37.764905
VIC,Brunswick North,Brunswick North Primary School,Brunswick District,"Pearson Street (access via Albion Street), Brunswick West, 3055",144.9508038,-37.7596345
VIC,Brunswick North West,Brunswick North West Primary School,Brunswick District,"2 Culloden Street, Brunswick West, 3055",144.9433825,-37.75660188
VIC,Brunswick South West,Brunswick South West Primary School,Brunswick District,"South Daly Street, Brunswick West, 3055",144.9434891,-37.77061506
VIC,Edward,Brunswick Town Hall,Brunswick District,"233 Sydney Road, Brunswick, 3056",144.960904,-37.771888
VIC,Bulla,Bulla Fire Station,Sunbury District,"Green Street, Bulla, 3428",144.804567,-37.635974
VIC,Coburg,Coburg Primary School - Junior Campus,"Pascoe Vale District, Brunswick District","81d Bell Street, Coburg, 3058",144.96761,-37.741947
VIC,Coburg West,Coburg West Primary School,"Brunswick District, Pascoe Vale District","185-187 Reynard Street, Coburg, 3058",144.9477302,-37.74706342
VIC,Diggers Rest,Diggers Rest Primary School,Sunbury District,"Plumpton Road, Diggers Rest, 3427",144.70923,-37.62263
VIC,Sunbury Central,Distinctive Options,Sunbury District,"24 Macedon Street (access via Stawell Street), Sunbury, 3429",144.732642,-37.579484
VIC,Gladstone Park,Gladstone Park Secondary College,Sunbury District,"Taylor Drive, Gladstone Park, 3043",144.89082,-37.68921
VIC,Gladstone Views,Gladstone Views Primary School,Sunbury District,"Carrick Drive, Gladstone Park, 3043",144.8976657,-37.68923955
VIC,Goonawarra,Goonawarra Primary School,Sunbury District,"Gullane Drive, Sunbury, 3429",144.75151,-37.58056
VIC,Sunbury North West,Killara Primary School,Sunbury District,"61 Phillip Drive, Sunbury, 3429",144.704407,-37.564334
VIC,Sunbury North,Kismet Park Primary School,Sunbury District,"9-11 McEwen Drive, Sunbury, 3429",144.727761,-37.565272
VIC,Merri,Merri Creek Primary School,Brunswick District,"Corner Miller and Ida Streets, Fitzroy North, 3068",144.98739,-37.77697
VIC,Pascoe Vale South,Pascoe Vale South Primary School,"Brunswick District, Pascoe Vale District","411-429 Reynard Street, Pascoe Vale South, 3044",144.9357695,-37.74575856
VIC,Blyth,Salvation Army Community Centre - Brunswick,Brunswick District,"256 Albert Street, Brunswick, 3056",144.9633746,-37.76914986
VIC,Melville,St Joseph's School Hall (Brunswick West),Brunswick District,"185 Hope Street (access via James Street), Brunswick West, 3055",144.94304,-37.762273
VIC,Mitchell Street,St Margaret Mary's Church Hall,Brunswick District,"Donald Street, Brunswick North, 3056",144.968304,-37.758817
VIC,Jacksons Hill,Sunbury Primary School,Sunbury District,"The Heights, Sunbury, 3429",144.728224,-37.59653871
VIC,Sunbury,Sunbury Secondary College,Sunbury District,"30 Racecourse Road, Sunbury, 3429",144.7293484,-37.57389488
VIC,Sunbury West,Sunbury West Primary School,Sunbury District,"Elizabeth Drive, Sunbury West, 3429",144.713946,-37.575104
VIC,Brunswick South,Temple Park Senior Citizens Centre Brunswick West,Brunswick District,"24 Gray Street ,  (access via Hodgson Street) , Brunswick West, 3055",144.953593,-37.774715
VIC,Tullamarine,Tullamarine Primary School,Sunbury District,"Broadmeadows Road (access via Eumarella Street), Tullamarine, 3043",144.8786702,-37.70223397
VIC,Pascoe Vale Central,Antonine College - St Joseph's Campus,Pascoe Vale District,"71 Grandview Avenue, Pascoe Vale South, 3044",144.942678,-37.740841
VIC,Gowrie Park,Belle Vue Park Primary School,"Broadmeadows District, Pascoe Vale District","Morell Street, Glenroy, 3046",144.9434735,-37.70119965
VIC,Coburg South,Carinya  Society,Pascoe Vale District,"10 Bellevue Street, Coburg, 3058",144.95436,-37.743101
VIC,Glenroy,Glenroy College,"Pascoe Vale District, Broadmeadows District","120 Glenroy Road (access via Cardinal Road), Glenroy, 3046",144.9284953,-37.70528661
VIC,Glenroy North,Glenroy Specialist School,"Pascoe Vale District, Broadmeadows District","208 Hilton Street, Glenroy, 3046",144.9194686,-37.69888651
VIC,Glenroy West,Glenroy West Primary School,Pascoe Vale District,"York Street, Glenroy, 3046",144.908699,-37.705729
VIC,Lake Park,Lake Park Kindergarten,Pascoe Vale District,"20a Carr Street, Coburg, 3058",144.9667846,-37.7303885
VIC,Newlands,Newlands Primary School,"Preston District, Pascoe Vale District","Corner Elizabeth and Murphy Streets, Coburg, 3058",144.985421,-37.729843
VIC,Oak Park,Oak Park Primary School,Pascoe Vale District,"Willet Avenue, Oak Park, 3046",144.914805,-37.716166
VIC,Pascoe Vale,Pascoe Vale Girl Guides  Hall,Pascoe Vale District,"21 Raeburn Street, Pascoe Vale, 3044",144.9442875,-37.72882126
VIC,Pascoe Vale North,Pascoe Vale North Primary School,Pascoe Vale District,"19 Kent Road, Pascoe Vale, 3044",144.948203,-37.721559
VIC,Gaffney,Pascoe Vale Senior Citizens Centre,Pascoe Vale District,"33a Prospect Street (enter via Norton Street), Pascoe Vale, 3044",144.934039,-37.728656
VIC,Merlynston,St Linus Church Hall,Pascoe Vale District,"21 Glyndon Avenue, Coburg North, 3058",144.958984,-37.721808
VIC,Glenroy East,St Thomas More School,Pascoe Vale District,"30 Angus Street (access via North Street), Hadfield, 3046",144.9449269,-37.70676343
VIC,Broadmeadows North,Hume Central Secondary College - Blair Campus,Broadmeadows District,"64-70 Blair Street (access via Chiltern Street), Broadmeadows, 3047",144.9313912,-37.6798872
VIC,Broadmeadows,Meadows Primary School,Broadmeadows District,"41 Gerbert Street, Broadmeadows, 3047",144.92892,-37.68756
VIC,Moomba Park,Moomba Park Primary School,Broadmeadows District,"111 Anderson Road, Fawkner, 3060",144.9665742,-37.695928
VIC,Hadfield,Westbreen Primary School,Pascoe Vale District,"2-10 Pascoe Street, Pascoe Vale, 3044",144.935883,-37.715631
VIC,Craigieburn,Craigieburn Leisure Centre,Yuroke District,"127 Craigieburn Road, Craigieburn, 3064",144.9349134,-37.59886293
VIC,Craigieburn Central,Craigieburn Primary School,Yuroke District,"87-91 Grand Boulevard, Craigieburn, 3064",144.9329068,-37.58323847
VIC,Craigieburn South,Craigieburn Secondary College,Yuroke District,"102 Hothlyn Drive, Craigieburn, 3064",144.9353643,-37.60861396
VIC,Somerton,Good Samaritan Catholic School,Yuroke District,"1-29 Southern Cross Drive, Roxburgh Park, 3064",144.9349028,-37.62336226
VIC,Greenvale,Greenvale Primary School,Yuroke District,"12-24 Bradford Avenue, Greenvale, 3059",144.8866662,-37.64079821
VIC,Greenvale South,Greenvale Recreation Centre,Yuroke District,"27 Barrymore Road, Greenvale, 3059",144.892456,-37.650212
VIC,Meadow Heights,Meadow Heights Primary School,Broadmeadows District,"Paringa Boulevard, Meadow Heights, 3048",144.92356,-37.65017
VIC,Mickleham,Mickleham Primary School,Yuroke District,"1880 Mickleham Road, Mickleham, 3064",144.8768549,-37.5637353
VIC,Roxburgh Park,Roxburgh Park Primary School,Broadmeadows District,"7-21 Almands Avenue, access via Sommeville Drive, Roxburgh Park, 3064",144.9316293,-37.6337973
VIC,Roxburgh Rise,Roxburgh Rise Primary School,Yuroke District,"Corner Lockwood Drive and Bluebird Way, Roxburgh Park, 3064",144.922991,-37.616834
VIC,Westmeadows,Westmeadows Primary School,"Yuroke District, Broadmeadows District","34-36 Riddell Street, Westmeadows, 3049",144.8957565,-37.67592127
VIC,Portland,Drill Hall,South-West Coast District,"22 Bentinck Street, Portland, 3305",141.6065032,-38.35212414
VIC,Portland South,Legacy Lodge,South-West Coast District,"60 Wellington Road, Portland, 3305",141.613429,-38.361823
VIC,Warrnambool South West,Merrivale Primary School,South-West Coast District,"158 Merrivale Drive, Warrnambool, 3280",142.456563,-38.377822
VIC,Panmure,Panmure Mechanics Institute,South-West Coast District,"8828 Princes Highway, Panmure, 3265",142.729201,-38.334991
VIC,Portland South West TAFE,Portland South West TAFE,South-West Coast District,"154 Hurd Street, Portland, 3305",141.60225,-38.335925
VIC,Purnim,Purnim Mechanics Hall,South-West Coast District,"Hopkins Highway, Purnim, 3278",142.6176784,-38.28077974
VIC,Warrnambool North,St Joseph's College Stadium,South-West Coast District,"70 Botanic Road, Warrnambool, 3280",142.486455,-38.372651
VIC,Warrnambool Central,Uniting Church Hall,South-West Coast District,"115 Koroit Street, Warrnambool, 3280",142.484235,-38.384354
VIC,Wangoom,Wangoom Memorial Hall,South-West Coast District,"Wangoom-Warrumyea Road, Wangoom, 3279",142.579147,-38.329666
VIC,Warrnambool East,Warrnambool East Primary School,South-West Coast District,"Ward Street, Warrnambool, 3280",142.4979537,-38.38949531
VIC,Warrnambool Education Centre,Warrnambool Special Development School,South-West Coast District,"101 Hyland Street, Warrnambool, 3280",142.472229,-38.374549
VIC,Warrnambool West,Warrnambool Stadium,South-West Coast District,"70 Warrnambool-Caramut Road, Warrnambool, 3280",142.4591668,-38.35428333
VIC,Woodford,Woodford Primary School,South-West Coast District,"8 Victoria Street, Woodford, 3281",142.484744,-38.316681
VIC,Woolsthorpe,Woolsthorpe Primary School,South-West Coast District,"12 Manifold Street, Woolsthorpe, 3276",142.43176,-38.18741
VIC,Yambuk,Yambuk Public Hall,South-West Coast District,"4225 Princes Highway (opposite Yambuk Hotel) , Yambuk, 3285",142.067164,-38.316572
VIC,Bundoora,Bundoora Secondary College,Bundoora District,"53 Balmoral Avenue, Bundoora, 3083",145.061509,-37.707613
VIC,Greensborough,Greensborough  Primary School,"Bundoora District, Eltham District","130 Grimshaw Street, Greensborough, 3088",145.099857,-37.703928
VIC,Kingsbury,Kingsbury Primary School,Bundoora District,"1a Maryborough Avenue, Kingsbury, 3083",145.036934,-37.71629132
VIC,Macleod,Macleod College,Ivanhoe District,"Carwarp Street, Macleod, 3085",145.0710393,-37.7253487
VIC,Norris Bank,Norris Bank Primary School,"Bundoora District, Thomastown District","146 Settlement Road, Bundoora, 3083",145.042892,-37.694204
VIC,Yulong Park,Concord Playgroup,Bundoora District,"9 Cameron Parade, Bundoora, 3083",145.062567,-37.698115
VIC,Watsonia Heights,Watsonia Heights Primary School,Bundoora District,"61 Henry Street, Greensborough, 3088",145.099998,-37.715549
VIC,Watsonia North,Watsonia North Primary School,Bundoora District,"16 Sharpes Road, Watsonia, 3087",145.080775,-37.700521
VIC,Watsonia Central,Watsonia Primary School,Bundoora District,"240 Nell Street West, Watsonia, 3087",145.0866176,-37.70741999
VIC,Briar Hill,Briar Hill Primary School,Eltham District,"25 Gladstone Road, Briar Hill, 3088",145.11622,-37.70831
VIC,Apollo Parkways,Diamond Valley Special Development School,Eltham District,"14-24 Brentwick Drive, Greensborough, 3088",145.11165,-37.68675
VIC,Eltham East,Eltham East Primary School,Eltham District,"16 Grove Street, Eltham, 3095",145.1545668,-37.71178192
VIC,Lower Plenty,Lower Plenty Primary School,Eltham District,"126-146 Main Road, Lower Plenty, 3093",145.1150655,-37.72650101
VIC,The Stables,Mill Park College - Middle Years Campus,"Mill Park District, Bundoora District","9-25 Moorhead Drive, Mill Park, 3082",145.06286,-37.6639
VIC,Montmorency,Montmorency Primary School,Eltham District,"60a Rattray Road, Montmorency, 3094",145.1216,-37.71765
VIC,Montmorency South,Montmorency South Primary School,Eltham District,"64 Buena Vista Drive, Montmorency, 3094",145.129676,-37.72484786
VIC,Olympic Village,Olympic Leisure Centre,Ivanhoe District,"15 Alamein Road, Heidelberg West, 3081",145.040707,-37.740401
VIC,Research,Research Primary School,Eltham District,"1570 Main Road, Research, 3095",145.183884,-37.703104
VIC,Sherbourne,Sherbourne Primary School,Eltham District,"17 Outlook Crescent, Briar Hill, 3808",145.1299547,-37.70884281
VIC,Glen Katherine,St Helena Secondary College,Eltham District,"Wallowa Road, Eltham North, 3095",145.139908,-37.686867
VIC,Banyule,Banyule Primary School,Ivanhoe District,"50 Banyule Road  (access via Lionel Street), Rosanna, 3084",145.07785,-37.743051
VIC,Fairy Hills,Ivanhoe Grammar School (Dodemaide Hall),Ivanhoe District,"Gate 13 The Ridgeway, Ivanhoe, 3079",145.0445744,-37.77255497
VIC,Ivanhoe,Ivanhoe Primary School,Ivanhoe District,"Waterdale Road (access via Ailsa Grove), Ivanhoe, 3079",145.042772,-37.766636
VIC,Heidelberg,Our Lady of Mercy College,Ivanhoe District,"39 Yarra Street, Heidelberg, 3084",145.067319,-37.75807
VIC,Ivanhoe West,St Bernadette's School Hall,Ivanhoe District,"53 Stanley Street, Ivanhoe, 3079",145.034125,-37.763063
VIC,Ivanhoe East,St George's Anglican Church,Ivanhoe District,"46 Warncliffe Road, Ivanhoe East, 3079",145.05967,-37.773637
