ec_id,name,divisions,premises,address,lat,lon,state,wheelchair_access,wheelchair_access_description
,Padstow Park Public School,Canterbury-Bankstown,Padstow Park Public School,"Faraday Road, Padstow 2211",-33.9556080,151.0309400,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Padstow Senior Citizens Centre,Canterbury-Bankstown,Padstow Senior Citizens Centre,"17 Cahors Road, Padstow 2211",-33.9494270,151.0303440,NSW,Assisted,No designated accessible parking spot
,Panania North Public School,Canterbury-Bankstown,Panania North Public School,"202-204 Bransgrove Road, Panania 2213",-33.9456620,150.9992760,NSW,Assisted,Path of travel from car park may be difficult; No designated accessible parking spot; Building has lips and/or steps
,Panania Public School,Canterbury-Bankstown,Panania Public School,"21A Lawler Street, Panania 2213",-33.9656350,150.9974790,NSW,Assisted,Path of travel from car park may be difficult; No accessible toilet
,Picnic Point High School,Canterbury-Bankstown,Picnic Point High School,"Kennedy Street, Picnic Point 2213",-33.9651130,151.0094420,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult
,Revesby Public School,Canterbury-Bankstown,Revesby Public School,"Victoria Street, Revesby 2212",-33.9441770,151.0165060,NSW,Assisted,No designated accessible parking spot
,Revesby South Public School,Canterbury-Bankstown,Revesby South Public School,"245 The River Road, Revesby 2212",-33.9597800,151.0174610,NSW,Assisted,No accessible toilet; Building has lips and/or steps; No designated accessible parking spot; Path of travel from car park may be difficult; Access ramp does not meet standards
,Revesby YMCA Centre,Canterbury-Bankstown,Revesby YMCA Centre,"184 The River Road, Revesby 2212",-33.9541730,151.0165100,NSW,Full,
,Tower Street Public School,Canterbury-Bankstown,Tower Street Public School,"74 Tower Street, Panania 2213",-33.9571950,151.0078890,NSW,Full,
,Belmore Senior Citizens Centre,Canterbury-Bankstown,Belmore Senior Citizens Centre,"38-40 Redman Parade, Belmore 2192",-33.9167170,151.0901670,NSW,Full,
,Beverly Hills Girls High School,"Canterbury-Bankstown, Georges River",Beverly Hills Girls High School,"Broad Arrow Road, Beverly Hills 2209",-33.9477161,151.0777535,NSW,Assisted,Building has lips and/or steps; Path of travel from car park may be difficult
,Beverly Hills North Public School,Canterbury-Bankstown,Beverly Hills North Public School,"1-3 Shorter Avenue, Beverly Hills 2209",-33.9412230,151.0746600,NSW,None,
,Hampden Park Public School,Canterbury-Bankstown,Hampden Park Public School,"Hampden Road, Lakemba 2194",-33.9152640,151.0734360,NSW,None,
,Hannans Road Public School,Canterbury-Bankstown,Hannans Road Public School,"Hannans Road, Riverwood 2210",-33.9457820,151.0572180,NSW,Assisted,No designated accessible parking spot
,Lakemba Public School,Canterbury-Bankstown,Lakemba Public School,"Alice Street, Lakemba 2195",-33.9233480,151.0709100,NSW,Assisted,No accessible toilet; No designated accessible parking spot
,McCallums Hill Public School,Canterbury-Bankstown,McCallums Hill Public School,"McCallum Street, Roselands 2196",-33.9348570,151.0851480,NSW,Assisted,Building has lips and/or steps
,Narwee Public School,"Canterbury-Bankstown, Georges River",Narwee Public School,"61-65 Broad Arrow Road, Narwee 2209",-33.9485680,151.0685350,NSW,Assisted,No accessible toilet; No designated accessible parking spot; Access ramp does not meet standards
,Riverwood Public School,"Canterbury-Bankstown, Georges River",Riverwood Public School,"Union Street, Riverwood 2210",-33.9471510,151.0474110,NSW,Assisted,No designated accessible parking spot; Access ramp does not meet standards; Building has lips and/or steps
,Samoan Presbyterian Church Hall Lakemba,Canterbury-Bankstown,Samoan Presbyterian Church Hall Lakemba,"1003 Canterbury Road, Lakemba 2195",-33.9274090,151.0794770,NSW,None,
,St Therese Catholic Primary School Lakemba,Canterbury-Bankstown,St Therese Catholic Primary School Lakemba,"Garrong Road, Lakemba 2195",-33.9168280,151.0776210,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Hillston Central School,Carrathool,Hillston Central School,"62-80 Moore Street, Hillston 2675",-33.4809130,145.5396170,NSW,Full,
,Goolgowi Public School,Carrathool,Goolgowi Public School,"Penney Street, Goolgowi 2652",-33.9761320,145.7086530,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Blue Haven Community Hall,Central Coast,Blue Haven Community Hall,"1 Apsley Court, Blue Haven 2262",-33.2125280,151.5042410,NSW,Full,
,Budgewoi Public School,Central Coast,Budgewoi Public School,"Lukela Avenue, Budgewoi 2262",-33.2262760,151.5489920,NSW,Assisted,No designated accessible parking spot; Building has lips and/or steps; Path of travel from car park may be difficult
,Buff Point Scout Hall,Central Coast,Buff Point Scout Hall,"48 Narambi Road, Buff Point 2262",-33.2303560,151.5371390,NSW,Assisted,Path of travel from car park may be difficult; No designated accessible parking spot
,Chain Valley Bay Community Hall,Central Coast,Chain Valley Bay Community Hall,"Scaysbrook Avenue, Chain Valley Bay 2259",-33.1792960,151.5629580,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Door width less than 850mm but more than 740mm; Building has lips and/or steps
,Charmhaven Community Hall,Central Coast,Charmhaven Community Hall,"Narara Avenue, Charmhaven 2263",-33.2281170,151.5039830,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps
,Erina High School Assembly Hall,Central Coast,Erina High School Assembly Hall,"Ernest Street, Erina 2250",-33.4400460,151.3796990,NSW,Assisted,Path of travel from car park may be difficult; Building has lips and/or steps; No accessible toilet
,Gorokan High School,Central Coast,Gorokan High School,"Goobarabah Avenue, Gorokan 2263",-33.2436630,151.5084040,NSW,Assisted,No accessible toilet
,Gorokan Public School,Central Coast,Gorokan Public School,"Dudley Street, Gorokan 2263",-33.2528910,151.5109950,NSW,Assisted,No accessible toilet; No designated accessible parking spot; Path of travel from car park may be difficult
,Gwandalan Community Centre,Central Coast,Gwandalan Community Centre,"Koowong Road, Gwandalan 2259",-33.1384040,151.5865440,NSW,Assisted,Path of travel from car park may be difficult
,Halekulani Recreation Hall,Central Coast,Halekulani Recreation Hall,"107 Scenic Drive, Budgewoi 2262",-33.2330390,151.5537210,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot; Path of travel from car park may be difficult
,Kanwal Public School,Central Coast,Kanwal Public School,"Craigie Avenue, Kanwal 2259",-33.2626910,151.4837650,NSW,Assisted,Path of travel from car park may be difficult; No accessible toilet
,Lake Munmorah High School,Central Coast,Lake Munmorah High School,"513-612 Carters Road, Lake Munmorah 2259",-33.1879550,151.5751310,NSW,Full,
,Lakes Anglican Church,Central Coast,Lakes Anglican Church,"274 Wallarah Road, Kanwal 2259",-33.2534191,151.4913672,NSW,Full,
,Mannering Park Community Centre,Central Coast,Mannering Park Community Centre,"Dunvegan Street, Mannering Park 2259",-33.1527960,151.5387150,NSW,Assisted,Building has lips and/or steps; Path of travel from car park may be difficult
,Norah Head Community Hall,Central Coast,Norah Head Community Hall,"75 Bungary Road, Norah Head 2263",-33.2795720,151.5662430,NSW,Full,
,Northlakes Public School,Central Coast,Northlakes Public School,"Goorama Avenue, San Remo 2262",-33.2152240,151.5153680,NSW,Full,
,Porters Creek Public School,Central Coast,Porters Creek Public School,"75 Warnervale Road, Warnervale 2259",-33.2493170,151.4561530,NSW,Assisted,Path of travel from car park may be difficult
,Summerland Point Community Hall,Central Coast,Summerland Point Community Hall,"Cams Boulevarde, Summerland Point 2259",-33.1381260,151.5655680,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot; Path of travel from car park may be difficult
,The Entrance Community Centre,Central Coast,The Entrance Community Centre,"Norberta Street, The Entrance 2261",-33.3486685,151.4908233,NSW,Full,
,Toukley 50 Plus Leisure & Learning Centre,Central Coast,Toukley 50 Plus Leisure & Learning Centre,"Pearce Avenue, Toukley 2263",-33.2660350,151.5397250,NSW,Full,
,Toukley Public School,Central Coast,Toukley Public School,"Kooloora Road, Noraville 2263",-33.2684520,151.5497910,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps
,Wadalba Community School,Central Coast,Wadalba Community School,"20 Van Stappen Road, Wadalba 2259",-33.2658074,151.4678351,NSW,Full,
,Warnervale Public School,Central Coast,Warnervale Public School,"179-201 Warnervale Road, Hamlyn Terrace 2259",-33.2503250,151.4681480,NSW,Assisted,Path of travel from car park may be difficult
,Woongarrah Public School,Central Coast,Woongarrah Public School,"63-73 Mataram Road, Woongarrah 2259",-33.2422160,151.4839440,NSW,Full,
,1st Terrigal Scout Hall,Central Coast,1st Terrigal Scout Hall,"Willoughby Road, Terrigal 2260",-33.4397066,151.4377971,NSW,Assisted,No accessible toilet; No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps
,Avoca Beach Public School,Central Coast,Avoca Beach Public School,"The Round Drive, Avoca Beach 2251",-33.4702720,151.4313390,NSW,Assisted,Path of travel from car park may be difficult
,Brentwood Village,Central Coast,Brentwood Village,"1 Scaysbrook Drive, Kincumber 2251",-33.4723220,151.4050830,NSW,Assisted,Path of travel from car park may be difficult
,Chertsey Public School,Central Coast,Chertsey Public School,"Willow Road, Springfield 2250",-33.4293840,151.3687690,NSW,Assisted,Path of travel from car park may be difficult; No designated accessible parking spot; Building has lips and/or steps
,Copacabana Public School,Central Coast,Copacabana Public School,"Pueblo Street, Copacabana 2251",-33.4843410,151.4367370,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot; Path of travel from car park may be difficult
,Davistown Progress Hall,Central Coast,Davistown Progress Hall,"5 McCauley Street, Davistown 2251",-33.4864450,151.3607540,NSW,Full,
,Empire Bay Public School,Central Coast,Empire Bay Public School,"Empire Bay Drive, Empire Bay 2257",-33.5036860,151.3628670,NSW,Assisted,Path of travel from car park may be difficult
,Erina Community Trust Hall,Central Coast,Erina Community Trust Hall,"Ilya Avenue, Erina 2250",-33.4395180,151.3854270,NSW,Full,
,Erina Heights Public School,Central Coast,Erina Heights Public School,"492 The Entrance Road, Erina Heights 2260",-33.4274570,151.4133430,NSW,Assisted,Path of travel from car park may be difficult; No designated accessible parking spot
,Gosford East Public School,Central Coast,Gosford East Public School,"Webb Street, East Gosford 2250",-33.4370370,151.3495010,NSW,Assisted,Path of travel from car park may be difficult; No designated accessible parking spot
,Green Point Community Centre Gosford,Central Coast,Green Point Community Centre Gosford,"96 Koolang Road, Green Point 2251",-33.4507060,151.3761320,NSW,Full,
,Holgate Public School,Central Coast,Holgate Public School,"189 Wattle Tree Road, Holgate 2250",-33.4049850,151.4084490,NSW,Assisted,No accessible toilet
,Kincumber Public School,Central Coast,Kincumber Public School,"Avoca Drive, Kincumber 2251",-33.4685920,151.3940460,NSW,Full,
,Kincumber Youth Centre,Central Coast,Kincumber Youth Centre,"Unit B2 20 Kincumber Street, Kincumber 2251",-33.4664050,151.3811530,NSW,Assisted,Path of travel from car park may be difficult
,Peninsula Community Centre,Central Coast,Peninsula Community Centre,"93 McMasters Road, Woy Woy 2256",-33.5000400,151.3208000,NSW,Full,
,Saratoga Community Hall,Central Coast,Saratoga Community Hall,"15-17 Kyeema Avenue, Saratoga 2251",-33.4747620,151.3496820,NSW,Assisted,Path of travel from car park may be difficult; Access ramp does not meet standards
,Terrigal Fifty Plus Leisure and Learning Centre,Central Coast,Terrigal Fifty Plus Leisure and Learning Centre,"Duffys Road, Terrigal 2260",-33.4411970,151.4240320,NSW,Assisted,Path of travel from car park may be difficult
,Terrigal Primary School,Central Coast,Terrigal Primary School,"Havenview Road, Terrigal 2260",-33.4417990,151.4384360,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult; Access ramp does not meet standards
,Wagstaffe Community Hall,Central Coast,Wagstaffe Community Hall,"Mulhall Street, Wagstaffe 2257",-33.5233090,151.3429080,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult; Building has lips and/or steps
,Wamberal Memorial Hall,Central Coast,Wamberal Memorial Hall,"180 Ocean View Drive, Wamberal 2260",-33.4235450,151.4407880,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult; Building has lips and/or steps
,Wamberal Public School,Central Coast,Wamberal Public School,"Lea Avenue, Wamberal 2260",-33.4115430,151.4486980,NSW,Assisted,Building has lips and/or steps; No accessible toilet; Path of travel from car park may be difficult
,Booker Bay Pre-School,Central Coast,Booker Bay Pre-School,"32 Telopea Street, Booker Bay 2257",-33.5155410,151.3465870,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Building has lips and/or steps
,Brisbane Water Secondary College-Umina Campus,Central Coast,Brisbane Water Secondary College-Umina Campus,"120 Veron Road, Umina Beach 2257",-33.5058730,151.3094290,NSW,Assisted,Path of travel from car park may be difficult
,Brisbane Water Secondary College-Woy Woy Campus,Central Coast,Brisbane Water Secondary College-Woy Woy Campus,"Edward Street, Woy Woy 2256",-33.4923710,151.3247590,NSW,Assisted,Path of travel from car park may be difficult; No accessible toilet
,Calga - Mount White Bush Fire Brigade,Central Coast,Calga - Mount White Bush Fire Brigade,"Pacific Highway, Mount White 2250",-33.4556520,151.1981960,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Ettalong 50 Plus Leisure and Learning Centre,Central Coast,Ettalong 50 Plus Leisure and Learning Centre,"5 Broken Bay Road, Ettalong Beach 2257",-33.5134540,151.3342120,NSW,Full,
,Ettalong Public School,Central Coast,Ettalong Public School,"Uligandi Street, Ettalong Beach 2257",-33.5138410,151.3325980,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Glenvale Special School,Central Coast,Glenvale Special School,"Narara Creek Road, Narara 2250",-33.4072970,151.3359790,NSW,Assisted,No designated accessible parking spot
,Henry Kendall High School,Central Coast,Henry Kendall High School,"Faunce Street, Gosford 2250",-33.4215060,151.3342940,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult; No designated accessible parking spot; Building has lips and/or steps
,Kariong Community Hall,Central Coast,Kariong Community Hall,"2 Dandaloo Street, Kariong 2250",-33.4396840,151.2964980,NSW,Assisted,Access ramp does not meet standards
,Kariong Public School,Central Coast,Kariong Public School,"Truscott Avenue, Kariong 2250",-33.4412160,151.2887670,NSW,Assisted,Access ramp does not meet standards; No designated accessible parking spot
,Kulnura Memorial Hall,Central Coast,Kulnura Memorial Hall,"1066 George Downes Drive, Kulnura 2250",-33.2257990,151.2224820,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot; Path of travel from car park may be difficult
,Mountain Community Children's Centre,Central Coast,Mountain Community Children's Centre,"2829 Wisemans Ferry Road, Mangrove Mountain 2250",-33.3296140,151.1703320,NSW,None,
,Peats Ridge Public School,Central Coast,Peats Ridge Public School,"1231 Peats Ridge Road, Peats Ridge 2250",-33.3254540,151.2317230,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Point Clare Public School,Central Coast,Point Clare Public School,"Takari Avenue, Point Clare 2250",-33.4437660,151.3277210,NSW,Full,
,Point Clare Scout Hall,Central Coast,Point Clare Scout Hall,"Jirrah Avenue, Point Clare 2250",-33.4366520,151.3224420,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult; Building has lips and/or steps
,Somersby Public School,Central Coast,Somersby Public School,"840 Wisemans Ferry Road, Somersby 2250",-33.3587670,151.2906240,NSW,Assisted,Path of travel from car park may be difficult; Building has lips and/or steps
,South Woy Woy Progress Association Hall,Central Coast,South Woy Woy Progress Association Hall,"76 Woy Woy Road, Woy Woy 2256",-33.4955600,151.3090830,NSW,Assisted,No designated accessible parking spot; Access ramp does not meet standards
,Spencer Community Hall,Central Coast,Spencer Community Hall,"4776 Wisemans Ferry Road, Spencer 2775",-33.4649950,151.1392700,NSW,Assisted,No designated accessible parking spot; Access ramp does not meet standards
,TAFE NSW Hunter Institute Gosford Campus - Building F,Central Coast,TAFE NSW Hunter Institute Gosford Campus - Building F,"Margin Street, Gosford 2250",-33.4282690,151.3448020,NSW,Full,
,The River Hub,Central Coast,The River Hub,"1 Point Road, Mooney Mooney 2083",-33.5244050,151.2013560,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Umina Beach CWA Hall,Central Coast,Umina Beach CWA Hall,"2 Sydney Avenue, Umina Beach 2257",-33.5216690,151.3164480,NSW,Assisted,Accessible parking spot does not meet standards
,Umina Beach Public School,Central Coast,Umina Beach Public School,"Sydney Avenue, Umina Beach 2257",-33.5256840,151.3144480,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Umina Uniting Church,Central Coast,Umina Uniting Church,"Neptune Street, Umina Beach 2257",-33.5145730,151.3181940,NSW,Assisted,No designated accessible parking spot
,Wyoming Public School,Central Coast,Wyoming Public School,"41 Maidens Brush Road, Wyoming 2250",-33.4091320,151.3563980,NSW,Full,
,1st Berkeley Vale Scout Hall,Central Coast,1st Berkeley Vale Scout Hall,"Myrtle Brush Park, Panaroma Parade, Berkeley Vale 2261",-33.3397934,151.4338679,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet
,1st Tuggerah Lakes Scout Hall,Central Coast,1st Tuggerah Lakes Scout Hall,"Nirvana Street, Long Jetty 2261",-33.3562130,151.4929670,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps
,Banksia Centre,Central Coast,Banksia Centre,"7 Sir Joseph Banks Drive, Bateau Bay 2261",-33.3860490,151.4606350,NSW,Full,
,Bateau Bay Public School,Central Coast,Bateau Bay Public School,"2A Waratah Street, Bateau Bay 2261",-33.3914880,151.4751060,NSW,Assisted,No accessible toilet
,Berkeley Vale Public School,Central Coast,Berkeley Vale Public School,"6 Pindarri Avenue, Berkeley Vale 2261",-33.3498050,151.4358790,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot; Path of travel from car park may be difficult; Access ramp does not meet standards; No accessible toilet
,Brooke Avenue Public School,Central Coast,Brooke Avenue Public School,"Brooke Avenue, Killarney Vale 2261",-33.3755210,151.4651040,NSW,Assisted,Building has lips and/or steps; Path of travel from car park may be difficult
,Chittaway Bay Public School,Central Coast,Chittaway Bay Public School,"101 Chittaway Road, Chittaway Bay 2261",-33.3261830,151.4314140,NSW,Full,
,Chittaway Point Community Hall,Central Coast,Chittaway Point Community Hall,"Sunshine Reserve, Sunshine Avenue, Chittaway Point 2261",-33.3238160,151.4419760,NSW,Assisted,Path of travel from car park may be difficult; No designated accessible parking spot
,Killarney Vale Public School,Central Coast,Killarney Vale Public School,"Henricks Road, Killarney Vale 2261",-33.3657710,151.4566820,NSW,None,
,Long Jetty Over 50,Central Coast,Long Jetty Over 50,"6 Thompson Street, Long Jetty 2261",-33.3571360,151.4847590,NSW,Assisted,Building has lips and/or steps; Path of travel from car park may be difficult
,Nareen Gardens,Central Coast,Nareen Gardens,"19 Bias Avenue, Bateau Bay 2261",-33.3798250,151.4788350,NSW,Assisted,No accessible toilet; Building has lips and/or steps; Path of travel from car park may be difficult
,North Entrance Surf Life Saving Club,Central Coast,North Entrance Surf Life Saving Club,"77 Hutton Rd, The Entrance North 2261",-33.3340670,151.5061140,NSW,Assisted,Path of travel from car park may be difficult
,Ourimbah Public School,Central Coast,Ourimbah Public School,"Dog Trap Road, Ourimbah 2258",-33.3542040,151.3689970,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult; No designated accessible parking spot
,Tuggerah Community Hall,Central Coast,Tuggerah Community Hall,"9 Anzac Road, Tuggerah 2259",-33.3067780,151.4182370,NSW,Full,
,Tuggerah Lakes Secondary College -Berkeley Vale Campus,Central Coast,Tuggerah Lakes Secondary College -Berkeley Vale Campus,"5-25 Berkeley Road, Berkeley Vale 2261",-33.3424070,151.4252370,NSW,Assisted,Accessible parking spot does not meet standards; Path of travel from car park may be difficult
,Tuggerah Lakes Secondary College -The Entrance Campus,Central Coast,Tuggerah Lakes Secondary College -The Entrance Campus,"The Entrance Road, Shelly Beach 2261",-33.3726850,151.4759130,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult
,Tuggerah Lakes Secondary College -Tumbi Umbi Campus,Central Coast,Tuggerah Lakes Secondary College -Tumbi Umbi Campus,"150 Bellevue Road, Tumbi Umbi 2261",-33.3947670,151.4540780,NSW,Assisted,Path of travel from car park may be difficult
,Tuggerah Public School,Central Coast,Tuggerah Public School,"1 Pacific Highway, Tuggerah 2259",-33.3133050,151.4141920,NSW,Assisted,Path of travel from car park may be difficult
,Tumbi Umbi Community Hall,Central Coast,Tumbi Umbi Community Hall,"30 Roberta Street, Tumbi Umbi 2261",-33.3657830,151.4516330,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps; No accessible toilet
,Jilliby Public School,Central Coast,Jilliby Public School,"352 Jilliby Road, Jilliby 2259",-33.2397370,151.3799870,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet
,Lisarow Public School,Central Coast,Lisarow Public School,"Macdonalds Road, Lisarow 2250",-33.3814060,151.3761390,NSW,Assisted,Path of travel from car park may be difficult; Access ramp does not meet standards; Building has lips and/or steps
,Narara Uniting Church,Central Coast,Narara Uniting Church,"91 Wyoming Road, Narara 2250",-33.3969910,151.3453870,NSW,Assisted,No designated accessible parking spot
,Narara Valley Baptist Church,Central Coast,Narara Valley Baptist Church,"149 Narara Valley Drive, Narara 2250",-33.3883830,151.3486660,NSW,Full,
,Tacoma Public School,Central Coast,Tacoma Public School,"Hillcrest Avenue, Tacoma 2259",-33.2835930,151.4589980,NSW,Full,
,Tuggerawong Public School,Central Coast,Tuggerawong Public School,"Cadonia Road, Tuggerawong 2259",-33.2800880,151.4857460,NSW,Assisted,Path of travel from car park may be difficult; Building has lips and/or steps
,Wyoming Community Centre,Central Coast,Wyoming Community Centre,"147 Maidens Brush Road, Wyoming 2250",-33.4098261,151.3661357,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult
,Wyoming Girl Guides Hall,Central Coast,Wyoming Girl Guides Hall,"Day Street, Wyoming 2250",-33.4006630,151.3558010,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Wyong Anglican Church,Central Coast,Wyong Anglican Church,"27 Byron Street, Wyong 2259",-33.2880330,151.4263870,NSW,Assisted,Path of travel from car park may be difficult; No accessible toilet
,Wyong Christian Community School,Central Coast,Wyong Christian Community School,"100 Alison Road, Wyong 2259",-33.2765610,151.4119450,NSW,Assisted,Access ramp does not meet standards; No accessible toilet
,Wyong Creek Public School,Central Coast,Wyong Creek Public School,"583 Yarramalong Road, Wyong Creek 2259",-33.2676290,151.3486920,NSW,Full,
,Wyong Public School,Central Coast,Wyong Public School,"Cutler Drive, Wyong 2259",-33.2720420,151.4254240,NSW,Assisted,Path of travel from car park may be difficult; No accessible toilet; No designated accessible parking spot
,Yarramalong School of Arts Hall,Central Coast,Yarramalong School of Arts Hall,"Yarramalong Road, Yarramalong 2259",-33.2233070,151.2775940,NSW,Assisted,Access ramp does not meet standards; No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult; Building has lips and/or steps
,Bellbird Public School,Cessnock,Bellbird Public School,"Doyle Street, Bellbird 2325",-32.8593810,151.3159490,NSW,Assisted,No accessible toilet
,Cessnock Public School,Cessnock,Cessnock Public School,"Aberdare Road, Cessnock 2325",-32.8402860,151.3637860,NSW,Assisted,No designated accessible parking spot
,Cessnock West Public School,Cessnock,Cessnock West Public School,"Alfred Street, Cessnock West 2325",-32.8384320,151.3443840,NSW,Assisted,No accessible toilet
,Ellalong Public School,Cessnock,Ellalong Public School,"Rugby Street, Ellalong 2325",-32.9141670,151.3110840,NSW,Assisted,Path of travel from car park may be difficult; Building has lips and/or steps
,Kearsley Public School,Cessnock,Kearsley Public School,"130 Caledonia Street, Kearsley 2325",-32.8568950,151.3966140,NSW,Assisted,Building has lips and/or steps; No accessible toilet
,Kitchener Public School,Cessnock,Kitchener Public School,"Richmond Street, Kitchener 2325",-32.8778260,151.3698940,NSW,Assisted,No accessible toilet
,Millfield Public School,Cessnock,Millfield Public School,"105 Wollombi Road, Millfield 2325",-32.8891680,151.2511620,NSW,Assisted,Access ramp does not meet standards; Path of travel from car park may be difficult; No accessible toilet
,Mount View High School,Cessnock,Mount View High School,"Mount View Road, Cessnock West 2325",-32.8288770,151.3321680,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult
,Mulbring Public School,Cessnock,Mulbring Public School,"Water Street, Mulbring 2323",-32.9012240,151.4793140,NSW,Assisted,Building has lips and/or steps; Path of travel from car park may be difficult
,Ngarralingayil Barker Campus,Cessnock,Ngarralingayil Barker Campus,"2855 Wollombi Road, Wollombi 2325",-32.9380120,151.1458630,NSW,None,
,Nulkaba Public School,Cessnock,Nulkaba Public School,"5 O'Connors Road, Nulkaba 2325",-32.8103450,151.3481810,NSW,Full,
,Pokolbin Rural Bush Fire Brigade,Cessnock,Pokolbin Rural Bush Fire Brigade,"McDonalds Road, Pokolbin 2320",-32.7962160,151.2826490,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Abermain Plaza Hall,Cessnock,Abermain Plaza Hall,"Bathurst Steet, Abermain 2326",-32.8103400,151.4285890,NSW,Assisted,Access ramp does not meet standards; No accessible toilet
,Cessnock East Public School,Cessnock,Cessnock East Public School,"Old Maitland Road, Cessnock 2325",-32.8270280,151.3702670,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet
,North Cessnock Community Hall,Cessnock,North Cessnock Community Hall,"Church Street, Cessnock 2325",-32.8237630,151.3530950,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Branxton Community Hall,"Singleton, Cessnock",Branxton Community Hall,"Bowen Street, Branxton 2335",-32.6572100,151.3503380,NSW,Full,
,Greta Arts & Sports Community Hall,Cessnock,Greta Arts & Sports Community Hall,"3 Water Street, Greta 2334",-32.6770309,151.3898631,NSW,Full,
,Kurri Kurri Public School,Cessnock,Kurri Kurri Public School,"Rawson Street, Kurri Kurri 2327",-32.8214277,151.4780606,NSW,Full,
,Weston Civic Centre,Cessnock,Weston Civic Centre,"Station Street, Weston 2326",-32.8132130,151.4594320,NSW,Full,
,Kurri Kurri High School,Cessnock,Kurri Kurri High School,"Deakin Street, Kurri Kurri 2327",-32.8109865,151.4860147,NSW,Full,
,Pelaw Main Public School,Cessnock,Pelaw Main Public School,"Abermain Street, Pelaw Main 2327",-32.8315500,151.4844930,NSW,Full,
,Baryulgil Public School,Clarence Valley,Baryulgil Public School,"7135 Clarence Way, Baryulgil 2460",-29.2232070,152.6060880,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Brooms Head Community Hall,Clarence Valley,Brooms Head Community Hall,"Ocean Road, Brooms Head 2463",-29.6090180,153.3383670,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet
,Chatsworth Island Hall,Clarence Valley,Chatsworth Island Hall,"17 Chatsworth Road, Chatsworth 2469",-29.3821549,153.2337632,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Christ Church Cathedral Grafton,Clarence Valley,Christ Church Cathedral Grafton,"8 Duke Street, Grafton 2460",-29.6929230,152.9352250,NSW,Assisted,No accessible toilet; No designated accessible parking spot
,Connect Church South Grafton,Clarence Valley,Connect Church South Grafton,"Beatson Street, South Grafton 2460",-29.7056810,152.9362230,NSW,Assisted,No designated accessible parking spot
,Copmanhurst & District War Memorial Hall,Clarence Valley,Copmanhurst & District War Memorial Hall,"61 Grafton Street, Copmanhurst 2460",-29.5863160,152.7755860,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Coutts Crossing Coronation Hall,Clarence Valley,Coutts Crossing Coronation Hall,"7 Armidale Road, Coutts Crossing 2460",-29.8278440,152.8913530,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Access ramp does not meet standards
